epoch,makespan
21,645
22,641
23,646
24,659
25,690
26,659
27,675
28,654
29,669
30,679
31,677
32,681
33,655
34,678
35,681
36,646
37,679
38,724
39,705
40,685
41,662
42,694
43,674
44,693
45,672
46,698
47,646
48,735
49,685
50,701
51,742
52,672
53,710
54,665
55,687
56,696
57,626
58,667
59,681
60,699
61,683
62,673
63,679
64,679
65,712
66,644
67,659
68,680
69,669
70,670
71,696
72,665
73,714
74,708
75,701
76,716
77,720
78,655
79,693
80,693
81,713
82,695
83,695
84,684
85,699
86,684
87,667
88,682
89,734
90,677
91,694
92,690
93,682
94,698
95,696
96,666
97,670
98,674
99,671
100,656
101,669
102,704
103,689
104,721
105,659
106,694
107,643
108,681
109,671
110,677
111,691
112,662
113,681
114,668
115,693
116,702
117,663
118,661
119,664
120,693
121,748
122,704
123,672
124,670
125,687
126,681
127,735
128,656
129,715
130,662
131,677
132,728
133,681
134,696
135,662
136,675
137,643
138,692
139,731
140,682
141,682
142,670
143,650
144,723
145,727
146,653
147,657
148,707
149,676
150,675
151,670
152,651
153,706
154,677
155,742
156,679
157,665
158,695
159,683
160,670
161,627
162,695
163,683
164,674
165,695
166,688
167,661
168,684
169,695
170,705
171,712
172,649
173,707
174,724
175,673
176,701
177,683
178,648
179,687
180,675
181,707
182,680
183,670
184,709
185,720
186,707
187,709
188,663
189,727
190,658
191,648
192,668
193,677
194,689
195,680
196,714
197,738
198,692
199,715
200,649
201,711
202,705
203,673
204,676
205,679
206,727
207,657
208,691
209,718
210,678
211,677
212,739
213,707
214,706
215,725
216,686
217,680
218,735
219,732
220,701
221,712
222,678
223,692
224,740
225,728
226,691
227,684
228,704
229,683
230,712
231,735
232,700
233,671
234,667
235,694
236,724
237,708
238,742
239,656
240,749
241,651
242,692
243,793
244,682
245,675
246,690
247,678
248,693
249,701
250,669
251,681
252,669
253,672
254,750
255,701
256,726
257,669
258,771
259,682
260,692
261,727
262,673
263,680
264,717
265,720
266,700
267,692
268,677
269,704
270,663
271,691
272,682
273,717
274,691
275,709
276,706
277,732
278,667
279,664
280,757
281,722
282,689
283,704
284,683
285,703
286,673
287,720
288,702
289,673
290,677
291,682
292,687
293,661
294,726
295,679
296,687
297,683
298,682
299,679
300,669
301,718
302,678
303,708
304,726
305,698
306,677
307,665
308,702
309,666
310,666
311,691
312,687
313,675
314,694
315,694
316,689
317,717
318,703
319,709
320,728
321,697
322,707
323,698
324,696
325,680
326,642
327,644
328,704
329,691
330,681
331,680
332,723
333,693
334,674
335,639
336,661
337,674
338,683
339,665
340,677
341,742
342,679
343,692
344,693
345,692
346,660
347,663
348,692
349,644
350,697
351,731
352,698
353,699
354,678
355,688
356,678
357,668
358,701
359,648
360,671
361,660
362,674
363,675
364,754
365,643
366,670
367,696
368,739
369,677
370,702
371,717
372,673
373,634
374,684
375,692
376,678
377,651
378,675
379,730
380,679
381,693
382,721
383,701
384,730
385,690
386,701
387,772
388,698
389,701
390,686
391,663
392,704
393,689
394,679
395,744
396,695
397,718
398,673
399,707
400,695
401,677
402,657
403,661
404,666
405,717
406,683
407,752
408,687
409,699
410,703
411,668
412,669
413,702
414,668
415,692
416,687
417,693
418,650
419,701
420,731
421,667
422,713
423,684
424,694
425,705
426,709
427,698
428,668
429,665
430,647
431,712
432,734
433,675
434,677
435,676
436,659
437,669
438,671
439,716
440,650
441,716
442,692
443,729
444,687
445,724
446,687
447,665
448,697
449,669
450,677
451,715
452,707
453,727
454,718
455,659
456,678
457,672
458,719
459,713
460,668
461,659
462,676
463,675
464,649
465,647
