epoch,energy,episode_reward_sum,critic_loss,actor_task_loss,actor_machine_loss
80,614347,-13558031.0,1.0520085096359253,0.20548689365386963,0.03682902827858925
81,595350,-6178517.0,1.0211981534957886,0.05559182167053223,-0.12871290743350983
82,613527,-11021174.0,1.0286784172058105,0.07173289358615875,0.01743268221616745
83,595149,-9525284.0,1.0106732845306396,-0.19440503418445587,-0.1768331676721573
84,600015,-19293104.0,11.94393539428711,-1.5088659524917603,-1.4994672536849976
85,600015,-24195373.0,1.102992057800293,-0.3661239743232727,-0.49985674023628235
86,586216,-30431280.0,29.73249626159668,2.2123663425445557,2.020209550857544
87,586216,-33352120.0,1.0165091753005981,-0.02570512518286705,-0.026897139847278595
88,586216,-34123227.0,2.995802879333496,0.5003098249435425,0.4832533001899719
89,586216,-65663059.0,2.654742479324341,0.9811919927597046,1.038093090057373
90,586216,-28260520.0,1.0111812353134155,-0.2931210696697235,-0.3367823362350464
91,586216,-28182431.0,1.0637847185134888,-0.35526737570762634,-0.43385010957717896
92,586216,-11159272.0,2.141869306564331,-0.9412028193473816,-1.0516012907028198
93,586216,-16317941.0,17.76180648803711,-1.529619812965393,-2.0499563217163086
94,586216,-35576705.0,146.89141845703125,-4.388866424560547,-5.546069145202637
95,586216,-34764722.0,7.472232341766357,-0.8236178755760193,-0.989601731300354
96,586216,-32884789.0,9.32335090637207,-0.9019217491149902,-1.1217461824417114
97,586216,-48601857.0,1.4076218605041504,-0.43981873989105225,-0.5255767107009888
98,586216,-47107795.0,9.93310546875,-1.2609199285507202,-1.488900899887085
99,586216,-13381690.0,1.0881386995315552,-0.3170343041419983,-0.42347586154937744
100,586216,-34256469.0,2.073819398880005,-0.5013118386268616,-0.6709198951721191
101,586216,-28494193.0,1.0908416509628296,-0.327880859375,-0.4088476002216339
102,586216,-83214632.0,2881.991455078125,18.06540870666504,23.945161819458008
103,586216,-55776517.0,1.25752592086792,0.14829936623573303,0.20175834000110626
104,586216,-41153340.0,23.151670455932617,2.076892137527466,2.471569538116455
105,586216,-28586459.0,1.7197619676589966,0.30320340394973755,0.37011125683784485
106,586216,-97601341.0,86.79077911376953,-2.6979689598083496,-3.3137662410736084
107,586216,-7643872.0,16.365001678466797,1.1411737203598022,1.567962408065796
108,586216,-34572754.0,2.4494705200195312,0.5837697982788086,0.8224297165870667
109,586216,-31284347.0,4.398460388183594,0.6083400845527649,0.8853678107261658
110,586216,-92853780.0,1.5629228353500366,0.8994331359863281,0.97707200050354
111,586216,-30442662.0,2.8441131114959717,0.5357949137687683,0.8066628575325012
112,582053,-47464005.0,1.097904920578003,0.3362394869327545,0.38662296533584595
113,597876,-8099940.0,1.1941879987716675,0.13440176844596863,0.0945526584982872
114,608379,-36268346.0,51.613346099853516,2.266167640686035,3.796529769897461
115,603989,-27095097.0,8.034218788146973,0.9537109732627869,1.6046454906463623
116,621568,-13841577.0,1.0018647909164429,-0.05583842471241951,-0.2756974995136261
117,620691,-26168326.0,1.230800747871399,0.4058496952056885,0.5604513883590698
118,628037,-90273052.0,8.211277961730957,-0.8494890928268433,-1.1675537824630737
119,642064,-77404052.0,1.1249505281448364,0.13618004322052002,0.17107321321964264
120,634786,-2842626.0,1.241350531578064,-0.22063890099525452,-0.6885107755661011
121,627185,-33410043.0,3.925314426422119,-0.3159911632537842,-0.6642864942550659
122,627185,-32498857.0,10.13514232635498,-0.8303613066673279,-1.3636956214904785
123,621257,-24648447.0,1.6115245819091797,-0.10902399569749832,-0.2655089795589447
124,632480,-23555126.0,1.1105458736419678,-0.32090336084365845,-0.4831451177597046
125,619716,-3182734.0,1.3147525787353516,-0.5531883239746094,-0.7544491291046143
126,612786,-35383958.0,1.2420811653137207,-0.15990017354488373,-0.2598455846309662
127,592126,-17129487.0,2.448546886444092,-0.4357035160064697,-0.8342922329902649
128,618968,-19147951.0,20.809350967407227,-1.447095513343811,-2.5405828952789307
129,598046,-36161530.0,33.812862396240234,-0.9722250699996948,-1.97528076171875
130,586216,-39607557.0,15.034048080444336,-0.8767362833023071,-1.4585328102111816
131,586216,-49824422.0,19.46588897705078,-0.8637897968292236,-1.5871342420578003
132,586216,-53732472.0,10.569195747375488,-0.49657824635505676,-0.9764301180839539
133,586216,-95134471.0,31.366498947143555,-0.8697366118431091,-1.8357112407684326
134,586216,-85634838.0,381.36669921875,-3.5685830116271973,-7.483089447021484
135,586216,-86470693.0,44.585060119628906,-1.3877007961273193,-2.4382753372192383
136,586216,-77232723.0,61.480655670166016,-1.1308399438858032,-2.3468008041381836
137,586216,-31633857.0,1.0013155937194824,0.16429147124290466,0.227924644947052
138,586216,-35755916.0,3.2515671253204346,0.4529079794883728,0.7175384163856506
139,586216,-33193942.0,1.9395776987075806,-0.20395289361476898,-0.4127066135406494
140,586216,-11906191.0,1.0507721900939941,0.06773611158132553,0.18563301861286163
141,586216,-51175547.0,1.0023902654647827,0.06665408611297607,0.06191485375165939
142,586216,-21589904.0,129.9878387451172,1.1874500513076782,2.8423197269439697
143,586216,-24616558.0,5.588494777679443,0.5738799571990967,1.1065367460250854
144,586216,-50632466.0,24.985435485839844,0.8837952613830566,1.9261786937713623
145,586216,-6287253.0,1.7339673042297363,0.14499391615390778,0.03592272475361824
146,586216,-52375854.0,42.89342498779297,0.6097979545593262,2.0090646743774414
147,586216,-73168318.0,13.369149208068848,0.5389238595962524,1.2361191511154175
148,586216,-73464496.0,47.68459701538086,0.8956664800643921,2.234844207763672
149,586216,-39669208.0,6.636214256286621,0.40251272916793823,0.9070077538490295
150,586216,-38574582.0,3.9206953048706055,0.28971174359321594,0.6570034623146057
151,586216,-19909280.0,1.0128408670425415,0.051297254860401154,-0.03853534162044525
152,586216,-62913379.0,34.097225189208984,1.084732174873352,2.4045379161834717
153,586216,-13842648.0,1.0013096332550049,0.014083237387239933,-0.1780998557806015
154,586216,-52384139.0,6.984545707702637,0.29299676418304443,1.038557529449463
155,586216,-25530612.0,1.2846101522445679,0.026908349245786667,0.09999241679906845
156,586216,-88781949.0,145.40216064453125,1.3790642023086548,3.3386192321777344
157,586216,-79231908.0,5.821351051330566,0.29227906465530396,0.9655658602714539
158,606997,-33211337.0,3.0223424434661865,0.31071582436561584,0.7669414281845093
159,635550,-18105970.0,1.057486653327942,0.04736188426613808,-0.005368986167013645
160,635096,-63793838.0,1.3104363679885864,0.1562095433473587,0.3270804286003113
161,639933,-29332546.0,1.667661190032959,0.09192328155040741,-0.07039458304643631
162,655843,-17227073.0,1.0716018676757812,0.01956569217145443,-0.14311760663986206
163,662835,-17765919.0,1.1129484176635742,-0.10640494525432587,-0.26736927032470703
164,698809,-47721854.0,53.52229309082031,-0.8626664876937866,-2.3869166374206543
165,698809,-10494785.0,10.192033767700195,-0.6659058332443237,-1.672406792640686
166,698809,-81103489.0,32.15666961669922,0.6489225029945374,1.8319646120071411
167,698809,-29258123.0,17.98469352722168,-0.8220047354698181,-1.277050256729126
168,698809,-30144784.0,1.5346046686172485,-0.09121181815862656,-0.33977633714675903
169,698809,-40246676.0,1.3478490114212036,-0.04433277249336243,-0.22432754933834076
170,698809,-30513800.0,1.0833829641342163,0.04390723630785942,-0.13880549371242523
171,698809,-23190886.0,9.185755729675293,0.5636395812034607,1.0522987842559814
172,698809,-23851856.0,2.5821900367736816,0.2843150496482849,0.39167436957359314
173,698809,-61834971.0,3.3302505016326904,-0.09848427027463913,-0.3281984031200409
174,698809,-71816592.0,14.018914222717285,-0.297947496175766,-0.9483941197395325
175,698809,-8713465.0,1.1754605770111084,-0.07289636880159378,-0.08565158396959305
176,698809,-32582432.0,2.3570656776428223,0.5287588834762573,0.7880209684371948
177,698809,-22714615.0,29.217042922973633,0.9210420846939087,1.9014731645584106
178,698809,-26769884.0,20.715795516967773,1.1393407583236694,1.7516010999679565
179,698809,-37898338.0,15.181007385253906,0.5881350636482239,1.0793365240097046
180,698809,-24223561.0,143.89549255371094,0.9696110486984253,2.879620313644409
181,698809,-26586403.0,7.936734199523926,0.300396203994751,0.4973151385784149
182,698809,-16383100.0,1.0175691843032837,0.17172199487686157,0.18037699162960052
183,698809,-30731892.0,1.009244441986084,0.01670757494866848,-0.020438749343156815
184,698809,-57154528.0,1.0534762144088745,0.18144580721855164,0.22463439404964447
185,698809,-88319920.0,13.68552017211914,-0.3975338041782379,-1.0042459964752197
186,698809,-28440437.0,2.5248055458068848,-0.1851024329662323,-0.16471605002880096
187,698809,-66644665.0,1.0793776512145996,0.169886514544487,0.1167658343911171
188,698809,-93578663.0,3.1057610511779785,0.36129939556121826,0.6377488970756531
189,698809,-30802100.0,1.001949429512024,0.10723751783370972,0.08269648253917694
190,698809,-19076732.0,26.654129028320312,-0.5353465676307678,-0.6173926591873169
191,698809,-40357231.0,3.652651786804199,-0.1011909767985344,-0.13598564267158508
192,698809,-56576507.0,11.1737060546875,-0.4368188679218292,-0.679721474647522
193,698809,-12067242.0,1.5710113048553467,-0.0674838125705719,-0.15319165587425232
194,698809,-56913427.0,7.9926581382751465,-0.3054821193218231,-0.3627004623413086
195,698809,-43139325.0,5.66690731048584,-0.3635272979736328,-0.3195841908454895
196,698809,-21355800.0,1.0728049278259277,0.15190060436725616,0.12274105101823807
197,698809,-87809305.0,13.669452667236328,0.7207843661308289,1.1533666849136353
198,698809,-64721530.0,5.777657985687256,-0.1946743130683899,-0.23640669882297516
199,698809,-47949239.0,1.0042405128479004,0.18680867552757263,0.14548954367637634
200,698809,-17708916.0,1.191550850868225,0.06629004329442978,0.042200054973363876
201,698809,-65969099.0,23.806716918945312,-0.6364153623580933,-0.9069902896881104
202,698809,-46736381.0,1.217657208442688,0.2488149255514145,0.2413407266139984
203,698809,-57779719.0,1.2682790756225586,0.02387011982500553,0.036939553916454315
204,698809,-80994028.0,11.037675857543945,-0.33402585983276367,-0.456371545791626
205,698809,-69339894.0,1.3451203107833862,0.1983788162469864,0.18701067566871643
206,698809,-3548346.0,1.9213520288467407,0.1279297173023224,-0.012630869634449482
207,698809,-27631528.0,33.13176345825195,0.8194043040275574,0.5150877237319946
208,698809,-7058215.0,1.0684195756912231,0.011466619558632374,-0.02007397450506687
209,698809,-32067443.0,7.337554454803467,0.29336613416671753,0.21216341853141785
210,698809,-75854143.0,1.0023125410079956,0.122015580534935,0.15881003439426422
211,698809,-27105328.0,14.341571807861328,0.43616193532943726,0.23647372424602509
212,698809,-14378340.0,2.2153501510620117,0.24887153506278992,0.11527064442634583
213,698809,-4939074.0,2.8813397884368896,-0.037855181843042374,-0.005328622180968523
214,698809,-74535124.0,1.349254846572876,0.23181436955928802,0.18538662791252136
215,698809,-33766086.0,1.1129770278930664,0.34009137749671936,0.12555432319641113
216,698809,-24804133.0,1.113306999206543,0.1696394681930542,0.11937583237886429
217,698809,-11245113.0,1.1302772760391235,0.07687897235155106,-0.015572573058307171
218,698809,-26632716.0,1.1418169736862183,0.09507068991661072,0.04077727347612381
219,698809,-13703296.0,1.0024900436401367,-0.009036180563271046,0.005829067435115576
220,698809,-21217836.0,1.1160047054290771,0.06831465661525726,0.004814741667360067
221,698809,-53826125.0,5.2336225509643555,0.36704325675964355,0.20691265165805817
222,698809,-26758217.0,1.2781041860580444,0.16637061536312103,0.044371895492076874
223,698809,-51196309.0,4.386828899383545,0.3823096752166748,0.13201464712619781
224,698809,-9737930.0,1.0023255348205566,-0.07447641342878342,-0.008139144629240036
225,698809,-18244952.0,1.0194909572601318,0.1409652680158615,0.024300934746861458
226,698809,-21470575.0,2.414320707321167,-0.049255311489105225,-0.005884455982595682
227,698809,-79959204.0,21.77589988708496,0.6036364436149597,0.4085109829902649
228,698809,-33167755.0,2.891319751739502,-0.007269483525305986,-0.052554771304130554
229,698809,-18554579.0,1.3001610040664673,-0.010125000029802322,-0.03755772113800049
230,698809,-88959539.0,37.4382438659668,0.6126401424407959,0.4553327262401581
231,698809,-63757221.0,1.2102582454681396,0.11219771951436996,-0.01699848473072052
232,698809,-15014489.0,1.0282734632492065,-0.021595707163214684,-0.02614937350153923
233,698809,-49124490.0,1.294424295425415,0.0389869250357151,0.007497048005461693
234,698809,-34807438.0,1.0124913454055786,0.069888174533844,0.03174852207303047
235,698809,-12222490.0,1.013085126876831,-0.1538042575120926,0.013884926214814186
236,698809,-28428954.0,1.5453555583953857,-0.11045368760824203,-0.036949753761291504
237,698809,-15465203.0,1.0010452270507812,0.08398141711950302,0.08844299614429474
238,698809,-12538290.0,1.000315546989441,0.016308438032865524,0.030530739575624466
239,698809,-27850958.0,1.0003302097320557,0.020861368626356125,0.007072847802191973
240,698809,-23259135.0,1.000223994255066,0.10121061652898788,0.04868614673614502
241,698809,-58700938.0,1.0611215829849243,0.06468304246664047,0.029392074793577194
242,698809,-82513482.0,2.7610418796539307,0.3153189420700073,0.18897229433059692
243,698809,-33128305.0,1.0003960132598877,0.07140452414751053,-0.0021276252809911966
244,698809,-13992096.0,1.0000736713409424,-0.0976732075214386,-0.02098699100315571
245,698809,-8435065.0,1.000053882598877,-0.08593448251485825,0.008621439337730408
246,698809,-19078580.0,1.0000768899917603,0.08718942850828171,-0.011052954941987991
247,698809,-52898554.0,1.0005110502243042,0.19084975123405457,0.024329960346221924
248,698809,-53590642.0,1.000434160232544,0.21189430356025696,0.04239068925380707
249,698809,-40421468.0,1.0001407861709595,0.2120618224143982,0.05117342248558998
250,698809,-28840235.0,1.0047186613082886,0.09974435716867447,0.030440296977758408
251,698809,-39931683.0,1.0008970499038696,0.09638842195272446,0.04558942839503288
252,698809,-18766880.0,1.005076289176941,0.1499694138765335,0.05434448644518852
253,698809,-21379763.0,1.0003060102462769,-0.0328524224460125,-0.029215285554528236
254,698809,-74972878.0,1.0010688304901123,0.10683738440275192,-0.009658305905759335
255,698809,-21729086.0,1.0002317428588867,0.12886503338813782,0.07461431622505188
256,698809,-10725656.0,1.0003165006637573,0.0889986902475357,0.029913166537880898
257,698809,-31686993.0,1.0009371042251587,0.1250382512807846,0.04202299565076828
258,698809,-52105662.0,1.0021432638168335,0.12537293136119843,0.03240731358528137
259,698809,-57169126.0,1.0000905990600586,0.1738322228193283,0.05130912363529205
260,698809,-28327808.0,1.0015225410461426,0.1432989239692688,0.056006837636232376
261,698809,-85153484.0,1.0003077983856201,0.11162909865379333,0.05202893540263176
262,698809,-5049544.0,1.0002424716949463,0.011069719679653645,0.1051531508564949
263,698809,-56525457.0,1.004481315612793,0.12698177993297577,0.0349612757563591
264,698809,-51715896.0,1.1926389932632446,0.14323295652866364,0.03289637342095375
265,698809,-29572848.0,1.0019010305404663,0.10592975467443466,0.03319390118122101
266,698809,-17381839.0,1.0012787580490112,0.13626310229301453,0.0985056534409523
267,698809,-6554515.0,1.0025430917739868,-0.10535968840122223,-0.07502856105566025
268,698809,-62466233.0,1.0458197593688965,0.10750773549079895,0.007508144713938236
269,698809,-41686192.0,1.0148351192474365,0.08097461611032486,0.017644695937633514
270,698809,-51303089.0,1.0004137754440308,0.145119771361351,0.050067950040102005
271,698809,-10719611.0,1.000051498413086,0.08561156690120697,0.07737082988023758
272,698809,-26427442.0,1.000045657157898,0.05643881484866142,0.027795974165201187
273,698809,-51835564.0,1.0218297243118286,0.06332668662071228,0.05209837481379509
274,698809,-47088805.0,1.0001784563064575,0.13848070800304413,0.06830400228500366
275,698809,-32154473.0,1.0066523551940918,0.007999747060239315,0.05542220175266266
276,698809,-16195103.0,1.0002386569976807,0.039862342178821564,-0.004128308966755867
277,698809,-15428447.0,1.0004208087921143,0.06274637579917908,0.02400883287191391
278,698809,-9684467.0,1.0001466274261475,0.08683009445667267,0.03192848712205887
279,698809,-67920015.0,1.0114511251449585,0.02114606276154518,0.004250519443303347
280,698809,-23679837.0,1.000125765800476,0.08253587782382965,0.05425843223929405
281,698809,-81975430.0,1.0039668083190918,0.07750633358955383,0.051273636519908905
282,698809,-58996178.0,1.2573132514953613,0.03191510960459709,0.019664181396365166
283,698809,-29619029.0,1.0003721714019775,0.08477750420570374,0.016015099361538887
284,698809,-71540225.0,1.0327879190444946,0.12618884444236755,0.03513555973768234
285,698809,-23568270.0,1.000319480895996,0.11091599613428116,0.05757485702633858
286,698809,-18710056.0,1.0001635551452637,0.06150885298848152,0.04961340129375458
287,698809,-54713228.0,1.0009043216705322,0.13200174272060394,0.06957899779081345
288,698809,-16233558.0,1.000136375427246,-0.0032798978500068188,0.0060392115265131
289,698809,-41955025.0,1.0003517866134644,0.1244458332657814,0.058588989078998566
290,698809,-70260585.0,1.0025421380996704,0.05897878110408783,0.03306463360786438
291,698809,-80465289.0,1.0122838020324707,0.12479876726865768,0.06205815449357033
292,698809,-17958543.0,1.000217080116272,0.10379008948802948,0.0281582772731781
293,698809,-6291412.0,1.0001990795135498,-0.07733563333749771,-0.04096393287181854
294,698809,-21993479.0,1.0001134872436523,0.08154959231615067,0.025474788621068
295,698809,-27991263.0,1.0001558065414429,0.10908588021993637,0.06658603996038437
296,698809,-43738018.0,1.0003442764282227,0.11259496957063675,0.05014779791235924
297,698809,-8573532.0,1.0012578964233398,-0.06006553769111633,-0.032152798026800156
298,698809,-26306727.0,1.0013201236724854,0.06742231547832489,0.01023232564330101
299,698809,-103721667.0,1.0140641927719116,0.1253766566514969,0.07922348380088806
300,698809,-73639986.0,1.0023016929626465,0.10774616152048111,0.06848017126321793
301,698809,-8128182.0,1.000839114189148,-0.0007126951240934432,-0.005578653421252966
302,698809,-55643875.0,1.0001360177993774,0.08481951057910919,0.04213881120085716
303,698809,-61229669.0,1.0029690265655518,0.10501038283109665,0.06306774914264679
304,698809,-12249865.0,1.0029656887054443,0.08826527744531631,0.05346615985035896
305,698809,-41697790.0,1.0005937814712524,0.07650593668222427,0.03975597023963928
306,698809,-44412549.0,1.0177582502365112,0.08107738941907883,0.08497555553913116
307,698809,-60278562.0,1.0076111555099487,0.14881330728530884,0.05487707629799843
308,698809,-41947835.0,1.6072394847869873,-0.011789343319833279,-0.00794938113540411
309,698809,-27521209.0,1.0256624221801758,-0.03749144822359085,-0.029090918600559235
310,698809,-56396482.0,1.048818826675415,0.08105788379907608,0.028043430298566818
311,698809,-55171068.0,1.0003550052642822,0.04601627588272095,0.005028491374105215
312,698809,-33386629.0,1.092999815940857,0.010020031593739986,-0.01522594690322876
313,698809,-33916994.0,1.0049132108688354,0.031550776213407516,0.0174120906740427
314,698809,-12048997.0,1.0005431175231934,-0.008494825102388859,0.004087801557034254
315,698809,-85222093.0,1.0019851922988892,0.10933055728673935,0.07237312197685242
316,698809,-17109326.0,1.0152337551116943,0.1518734097480774,0.08582987636327744
317,698809,-39968695.0,1.0069793462753296,0.06372058391571045,0.06090354174375534
318,698809,-22918776.0,1.0000438690185547,0.12836822867393494,0.06986942142248154
319,698809,-15748097.0,1.0365921258926392,0.04416221007704735,0.05196643993258476
320,698809,-51398935.0,1.0146476030349731,0.10401242226362228,0.03445230796933174
321,698809,-10552702.0,1.0005778074264526,0.008822309784591198,0.02900380641222
322,698809,-49377773.0,1.0008494853973389,0.03444572165608406,0.060064397752285004
323,698809,-33148579.0,1.0002126693725586,0.09665843099355698,0.0013056978350505233
324,698809,-59906528.0,1.0028800964355469,0.11568238586187363,0.05353529006242752
325,698809,-30921179.0,1.0072168111801147,0.09777549654245377,0.027193216606974602
326,698809,-25303444.0,1.0174533128738403,0.17065773904323578,0.1026684045791626
327,698809,-6769073.0,1.0005797147750854,-0.04000973701477051,-0.020357178524136543
328,698809,-50402278.0,1.1287097930908203,0.10818476974964142,0.0625787302851677
329,698809,-56769841.0,1.0010347366333008,0.010172178037464619,0.0031043076887726784
330,698809,-72427904.0,1.02035391330719,0.04263407737016678,0.00788627378642559
331,698809,-21679287.0,1.0001260042190552,-0.006483352277427912,-0.011739649809896946
332,698809,-33739165.0,1.0006040334701538,-0.015069073997437954,0.04151766747236252
333,698809,-31320907.0,1.000097393989563,-0.019939163699746132,0.03158353641629219
334,698809,-14474132.0,1.0000779628753662,-0.02381196990609169,-0.0159224234521389
335,698809,-59503866.0,1.0001323223114014,0.07686928659677505,0.04589810222387314
336,698809,-49168565.0,1.0001221895217896,0.08807464689016342,0.07071495056152344
337,698809,-43986701.0,1.000123143196106,0.11953774839639664,0.05900409072637558
338,698809,-44652123.0,1.000091552734375,0.06401314586400986,0.04752030968666077
339,698809,-64786235.0,1.0001226663589478,0.05253397300839424,0.020139174535870552
340,698809,-48781323.0,1.0000977516174316,0.10027114301919937,0.09321910887956619
341,698809,-12763729.0,1.0003429651260376,-0.017210526391863823,-0.005754058249294758
342,698809,-18500538.0,1.000034213066101,-0.024685386568307877,0.010914184153079987
343,698809,-56419977.0,1.000096082687378,0.04486594721674919,0.0221685990691185
344,698809,-24268779.0,1.0000271797180176,0.08610852807760239,0.042808230966329575
345,698809,-34307903.0,1.000043511390686,0.061202406883239746,0.031052397564053535
346,698809,-74982271.0,1.0000697374343872,0.10957959294319153,0.08087737113237381
347,698809,-7371780.0,1.0000096559524536,-0.040539421141147614,0.03648209571838379
348,698809,-21001895.0,1.000013828277588,0.007288689259439707,-0.0027900750283151865
349,698809,-20803886.0,1.000012755393982,0.007315248716622591,0.004866570699959993
350,698809,-43804660.0,1.0007089376449585,0.09495030343532562,0.06728796660900116
351,698809,-59063663.0,1.0000410079956055,0.08730579167604446,0.07653164118528366
352,698809,-21254376.0,1.0000216960906982,0.050797026604413986,0.03980829566717148
353,698809,-31180627.0,1.0003656148910522,0.027836473658680916,0.022990338504314423
354,698809,-20042968.0,1.00001060962677,0.05159713327884674,0.07079129666090012
355,698809,-5605486.0,1.0000245571136475,-0.056588709354400635,-0.048377834260463715
356,698809,-32253834.0,1.0000982284545898,0.09262144565582275,0.08337026834487915
